model,feature,n_folds,gap_mean,ci_lo,ci_hi,sig
base,manner,45,0.24004408210771208,0.11276426331380174,0.3050514329863773,True
base,nasal,45,0.05754817213826461,-0.08294638022723327,0.13234502839080803,False
base,place,45,0.15313003717517742,0.04387713580498601,0.20858713368276258,True
base,voicing,45,0.19427531959973546,0.12836829555927978,0.2542768877665129,True
