model,feature,train_lang,layer,rep,fold,within,cross,gap,within_norm,cross_norm,gap_norm
base,nasal,en_us,10,0,0,0.768156618536507,0.7182072357730124,0.04994938276349459,0.5617487656825018,0.4700419824302465,0.09170678325225529
base,nasal,en_us,10,0,1,0.8040102714059294,0.7532801106850071,0.05073016072092229,0.6284626064306864,0.5360023391832698,0.09246026724741663
base,nasal,en_us,10,0,2,0.7881927349787016,0.7398345685363592,0.048358166442342365,0.6003596121326285,0.5107157677491351,0.08964384438349338
base,nasal,en_us,10,0,3,0.8039623704859756,0.7475995425393982,0.05636282794657743,0.629788586870132,0.5253190888827339,0.10446949798739802
base,nasal,en_us,10,0,4,0.8023716290471465,0.7365618225324133,0.06580980651473323,0.6256661778702242,0.5045608262302556,0.1211053516399686
base,nasal,en_us,10,1,0,0.8094557511506664,0.7255658653771522,0.0838898857735142,0.6400698034596339,0.48388110554519886,0.15618869791443507
base,nasal,en_us,10,1,1,0.7908213074888617,0.7316919879115158,0.05912931957734591,0.6036796421534693,0.49540229475176617,0.10827734740170308
base,nasal,en_us,10,1,2,0.7970403352540597,0.7521499858121208,0.044890349441938926,0.6168465165007857,0.5338769519722671,0.08296956452851856
base,nasal,en_us,10,1,3,0.7835159727715197,0.7559505078262648,0.027565464945254914,0.5888360921703684,0.5410244637895812,0.04781162838078712
base,nasal,en_us,10,1,4,0.8010794066988528,0.7594599072953523,0.041619499403500515,0.6252584972166716,0.5476244713894918,0.07763402582717982
base,nasal,en_us,10,2,0,0.8043630355367954,0.7491943290082996,0.055168706528495814,0.6314396726432511,0.5283183492712131,0.10312132337203794
base,nasal,en_us,10,2,1,0.786925521862383,0.743280339589481,0.04364518227290193,0.5976376599948459,0.5171961115625082,0.08044154843233764
base,nasal,en_us,10,2,2,0.8149063094715269,0.7415669437917761,0.07333936567975075,0.6491332406187479,0.5139737866644402,0.13515945395430773
base,nasal,en_us,10,2,3,0.8103396586379586,0.7581792668998396,0.05216039173811904,0.6411405989166356,0.5452160147810071,0.09592458413562843
base,nasal,en_us,10,2,4,0.7935997266787194,0.7424328494327944,0.05116687724592495,0.6085953848562927,0.5156022657993653,0.09299311905692742
base,nasal,de_de,10,0,0,0.795025679710089,0.6977316674100669,0.0972940123000221,0.6192813713318001,0.4268837965746286,0.19239757475717145
base,nasal,de_de,10,0,1,0.7858409141881545,0.6668464992843111,0.11899441490384344,0.6007112928148377,0.36832393968614363,0.23238735312869407
base,nasal,de_de,10,0,2,0.7984586443513753,0.6875812351904478,0.11087740916092748,0.6254587665226686,0.40763805843530887,0.21782070808735976
base,nasal,de_de,10,0,3,0.797224861921876,0.691118371097266,0.10610649082460999,0.6238541837850198,0.4143446488496788,0.20950953493534097
base,nasal,de_de,10,0,4,0.8021609080891531,0.6691809218839055,0.13297998620524754,0.6305029642216478,0.3727501242156524,0.25775284000599535
