model,feature,layer,train_lang,test_lang,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr300m,nasal,2,de_de,en_us,0.8141683778234087,0.0044566709696466315,0.6732286099767213,0.006600020290643547,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,2,de_de,es_419,0.738498789346247,0.004425876514450163,0.5977762077639861,0.005589856569600568,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,2,es_419,en_us,0.8227241615331964,0.003833718911093052,0.6604523784099546,0.006701461512116423,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,2,es_419,de_de,0.8072289156626506,0.0036477369435178233,0.6913169438962705,0.004990640842816675,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,2,en_us,de_de,0.5364999299425529,0.0058069541975251885,0.4343777409468691,0.007499770028878387,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,manner,2,en_us,es_419,0.4256166692201624,0.006949108948166986,0.36112452335970485,0.012416115167670735,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
xlsr300m,manner,2,de_de,en_us,0.4747126436781609,0.007105110635543863,0.3741457540691793,0.005513231488434826,0.08658060642449715,0.001483798615682467,0.27624521072796937,0.006037145614507709,5220,5,1
xlsr300m,manner,2,de_de,es_419,0.4642255247433737,0.006263860239109128,0.3713855330860939,0.0050004090429259535,0.08141549725442343,0.0013411511977125601,0.25555385322506513,0.005279043942422431,6527,5,1
xlsr300m,manner,2,es_419,en_us,0.4371647509578544,0.007385903403305199,0.37647492638869917,0.00828764502458586,0.09712793733681462,0.001587246901078722,0.32068965517241377,0.0069298461966577525,5220,5,1
xlsr300m,manner,2,es_419,de_de,0.46896455093176403,0.006061375991741002,0.3760438409839068,0.00561154550295744,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,place,2,en_us,de_de,0.6030545046938489,0.005682386742367567,0.5195391688959176,0.006600523736368042,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,place,2,en_us,es_419,0.6814769419335069,0.005691866953183578,0.5495151624928439,0.007725578470401973,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,2,de_de,en_us,0.5082375478927204,0.00731371103881539,0.45872710353064966,0.007381202631005819,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,2,de_de,es_419,0.49823808794239316,0.006203252530715629,0.431708340237627,0.0064243630636776385,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,2,es_419,en_us,0.593103448275862,0.0067983480131954595,0.5070937206938423,0.007757856758459087,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,2,es_419,de_de,0.6051562281070478,0.005591403794603818,0.5232240408213712,0.006533795613500489,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,voicing,4,en_us,de_de,0.7261306532663316,0.0063603575902959905,0.7111507122565912,0.006466299235878962,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,voicing,4,en_us,es_419,0.6156611039794608,0.006772704721945316,0.6065096078879815,0.006955896289470448,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,4,de_de,en_us,0.6806201550387597,0.007863837174055303,0.6660784567602387,0.007908585779916455,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,4,de_de,es_419,0.6228498074454428,0.00848613505338802,0.6195269497435554,0.008465822420680034,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,4,es_419,en_us,0.6750387596899224,0.008926458612550491,0.6473944875107666,0.00931416846326089,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,4,es_419,de_de,0.7329830973047053,0.006636675971749578,0.7052460558185154,0.007134883564194136,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,nasal,4,en_us,de_de,0.8488955823293173,0.003571077276835124,0.7098406279837187,0.005438388703205236,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,nasal,4,en_us,es_419,0.87668626772743,0.003139131320393404,0.7031195461017178,0.006149630836837736,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,4,de_de,en_us,0.8636778462240474,0.003875227507683838,0.7260724356049115,0.00689554014093225,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,4,de_de,es_419,0.8816153580076098,0.002873565448677899,0.727137675192453,0.0060674161995135,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,4,es_419,en_us,0.8744010951403148,0.003681439057129919,0.7105927059113584,0.007736917267206167,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,4,es_419,de_de,0.8560073627844712,0.0032904450970239986,0.720314341163961,0.00532769747435615,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,4,en_us,de_de,0.504133389379291,0.005710693212694039,0.39749638157002387,0.006793709314240054,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,manner,4,en_us,es_419,0.4683621878351463,0.006915238485927862,0.4213326268733876,0.015938298048957265,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
xlsr300m,manner,4,de_de,en_us,0.5174329501915709,0.006639607344467064,0.41345665937571663,0.00659936252851453,0.08658060642449715,0.001483798615682467,0.27624521072796937,0.006037145614507709,5220,5,1
xlsr300m,manner,4,de_de,es_419,0.4810785965987437,0.006654317344318256,0.4147814504807522,0.013309114147680347,0.08141549725442343,0.0013411511977125601,0.25555385322506513,0.005279043942422431,6527,5,1
xlsr300m,manner,4,es_419,en_us,0.46685823754789274,0.007167611400644294,0.4269533194325392,0.009588861591030624,0.09712793733681462,0.001587246901078722,0.32068965517241377,0.0069298461966577525,5220,5,1
xlsr300m,manner,4,es_419,de_de,0.4679837466722713,0.006196109667071828,0.3781796979635396,0.006578020713925994,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,place,4,en_us,de_de,0.6935687263556116,0.005176048064117536,0.6194216341586376,0.006263295705669534,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,place,4,en_us,es_419,0.7459782442163322,0.005751611690613333,0.6334619564162978,0.00781860656144292,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,4,de_de,en_us,0.6618773946360154,0.006644207058894574,0.5761411654170625,0.00770720687477711,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,4,de_de,es_419,0.5238241152137276,0.006322712765930044,0.48128127532463233,0.006339594358473884,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
