model,feature,layer,language,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
base,place,10,en_us,0.8889093877722924,0.008253045072733224,0.8466819638312908,0.00795197879697658,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
base,place,10,de_de,0.7843016919275654,0.013171679213530225,0.7524580062374746,0.014029723333712794,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
base,place,10,es_419,0.7313404423933708,0.05862339234087257,0.6605990082638696,0.06027472890326368,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
base,voicing,12,en_us,0.8301590394936504,0.018737571231519298,0.8262103817458997,0.019438436999760382,0.36354781224341265,0.006515647251393422,0.5713758230838103,0.01620485854317842,3225,2,5
base,voicing,12,de_de,0.7743845754738744,0.019511133886563427,0.7636193356769676,0.020062197845189568,0.37774733869593935,0.0023806385764874303,0.6070878683327399,0.006176104262273798,4378,2,5
base,voicing,12,es_419,0.805333881023618,0.032565591107603604,0.7801301630297927,0.04304476326958702,0.40201371457950535,0.010230085289065842,0.672765813488936,0.028450638772566022,3895,2,5
base,nasal,12,en_us,0.8266741891608527,0.010264879672407181,0.6820752789618785,0.00911369365908707,0.4708542834800743,0.0009987234386480298,0.889845334030811,0.0035679468958034,8766,2,5
base,nasal,12,de_de,0.8455643977600161,0.02295007337004306,0.7425433747254059,0.017737786002768024,0.46313614521786645,0.002013484514065083,0.8626957651200764,0.006967435867154922,11952,2,5
base,nasal,12,es_419,0.7765938082051458,0.06362825199902199,0.6337581477987706,0.047406361966754525,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
base,manner,12,en_us,0.6950075456948929,0.015433058233984363,0.6389527327136674,0.010542089862769896,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
base,manner,12,de_de,0.6480541881750596,0.009988131823448376,0.567989985224455,0.01041708313588088,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
base,manner,12,es_419,0.6422634826131783,0.047349454490178675,0.5434734831434886,0.03864399900177512,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
base,place,12,en_us,0.7794748408207767,0.022237122371146563,0.7115283636538324,0.024191558956433896,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
base,place,12,de_de,0.7026227876994644,0.017213417003903993,0.6589924154664738,0.010963060052572,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
base,place,12,es_419,0.7293588393859822,0.0701097847403134,0.6508234401609039,0.06302098301053105,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
