model,feature,n_folds,gap_mean,ci_lo,ci_hi,sig
xlsr53,manner,45,0.25298564562368314,0.1498070394400629,0.3363935371059165,True
xlsr53,nasal,45,0.04944151196798556,-0.042769924437553064,0.08579307416282829,False
xlsr53,place,45,0.16454436840231693,0.025097091997605493,0.23247812028158624,True
xlsr53,voicing,45,0.1680972021522557,0.11350012403702564,0.24064698479114813,True
