model,feature,layer,language,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr53,nasal,14,es_419,0.879654622586011,0.017796015393271594,0.7328138748993747,0.023939863471216082,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
xlsr53,manner,14,en_us,0.8430481907565393,0.011077377749890507,0.81643275113519,0.009720842647787937,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
xlsr53,manner,14,de_de,0.7785301128009661,0.007904549273369312,0.6993541482701937,0.01711777280353896,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
xlsr53,manner,14,es_419,0.7353271305379377,0.034956751876286246,0.6712725608125004,0.04267497735430176,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
xlsr53,place,14,en_us,0.9095580308936675,0.005734231109148733,0.8767940973698207,0.010707676515162974,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
xlsr53,place,14,de_de,0.823762254356159,0.009557120470997575,0.7952032976292511,0.012594357090463769,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
xlsr53,place,14,es_419,0.7962210440839277,0.03237781232149592,0.7211838256561285,0.04291292889917185,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
xlsr53,voicing,16,en_us,0.9405406582735802,0.01195099962363231,0.9391966084296017,0.012601394424016098,0.36354781224341265,0.006515647251393422,0.5713758230838103,0.01620485854317842,3225,2,5
xlsr53,voicing,16,de_de,0.8720868831153386,0.010297442615649684,0.8666336501486095,0.011849969789296762,0.37774733869593935,0.0023806385764874303,0.6070878683327399,0.006176104262273798,4378,2,5
xlsr53,voicing,16,es_419,0.8442332378017715,0.042208654296367,0.8267697190205088,0.047489754608604426,0.40201371457950535,0.010230085289065842,0.672765813488936,0.028450638772566022,3895,2,5
xlsr53,nasal,16,en_us,0.9282428635117522,0.005264060470389708,0.824252776755921,0.012200452048883599,0.4708542834800743,0.0009987234386480298,0.889845334030811,0.0035679468958034,8766,2,5
xlsr53,nasal,16,de_de,0.9057633726585891,0.00471132876444829,0.82069980386671,0.013045311102803117,0.46313614521786645,0.002013484514065083,0.8626957651200764,0.006967435867154922,11952,2,5
xlsr53,nasal,16,es_419,0.8818030639366728,0.014238391438375355,0.738556897383275,0.023051611013757956,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
xlsr53,manner,16,en_us,0.8649733148336718,0.011263886812785449,0.8439844166992048,0.010085892519669922,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
xlsr53,manner,16,de_de,0.7977829810032006,0.00920934620652123,0.7029405727837007,0.018131190007884233,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
xlsr53,manner,16,es_419,0.752430701825162,0.03681793764340909,0.6949349843763446,0.046796670466278334,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
xlsr53,place,16,en_us,0.9283686565888815,0.004246060233016213,0.9042843303263494,0.006110292999703231,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
xlsr53,place,16,de_de,0.8548529374243017,0.006211036896304905,0.8343468024042163,0.006802752267656557,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
xlsr53,place,16,es_419,0.7954041994662677,0.03156552009750767,0.7228729327970234,0.04315096020311622,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
xlsr53,voicing,18,en_us,0.9269925903878254,0.012444302810475582,0.9254845676197544,0.012617216523326905,0.36354781224341265,0.006515647251393422,0.5713758230838103,0.01620485854317842,3225,2,5
xlsr53,voicing,18,de_de,0.8642651353028137,0.009123522138327947,0.8589768707710868,0.009568527525767903,0.37774733869593935,0.0023806385764874303,0.6070878683327399,0.006176104262273798,4378,2,5
xlsr53,voicing,18,es_419,0.8402189804328618,0.04215053077749498,0.822121914695154,0.04515420087298738,0.40201371457950535,0.010230085289065842,0.672765813488936,0.028450638772566022,3895,2,5
xlsr53,nasal,18,en_us,0.9118225568280653,0.005066124321551239,0.7896321070295624,0.010873041039754417,0.4708542834800743,0.0009987234386480298,0.889845334030811,0.0035679468958034,8766,2,5
xlsr53,nasal,18,de_de,0.9049975897446769,0.004438002731599464,0.8164158914134907,0.007030887354932342,0.46313614521786645,0.002013484514065083,0.8626957651200764,0.006967435867154922,11952,2,5
xlsr53,nasal,18,es_419,0.8816639649032109,0.014083404439192352,0.7302613712022723,0.025041893260192884,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
xlsr53,manner,18,en_us,0.8374785950698813,0.011062955788351397,0.8018331503012017,0.012198164154315712,0.09677393008551889,0.0019868885261517346,0.3192048040209283,0.008701250522606644,5220,5,5
xlsr53,manner,18,de_de,0.7880452085003334,0.0021857176370574717,0.700826040792397,0.02298884083787884,0.09645736123255617,0.0025802959505719265,0.3178662146015167,0.011079605492750612,7137,5,5
xlsr53,manner,18,es_419,0.7456053942734734,0.03294892441515639,0.6625509160694257,0.03661559713554494,0.09939679678848527,0.001599227867592734,0.3306956045218964,0.007104275069125706,6527,5,5
xlsr53,place,18,en_us,0.9041065137754591,0.008054049038733375,0.8675726340342951,0.009768779410056957,0.2695526351283239,0.0026746492934694123,0.6788552512228371,0.01133268995873288,5220,3,5
xlsr53,place,18,de_de,0.8340047859291155,0.003597584684827535,0.8109820830232325,0.004252155172379967,0.24477309156589327,0.0017257705833894571,0.5802037676173076,0.0064610685407107135,7137,3,5
xlsr53,place,18,es_419,0.789929930589009,0.03144775731908845,0.7155597063617646,0.04038871297914912,0.27444903242222335,0.001762070160798911,0.6997710708561967,0.0076736859779251085,6527,3,5
xlsr53,voicing,20,en_us,0.8788374945693335,0.018216523107699556,0.8760180208174093,0.018550571351737752,0.36354781224341265,0.006515647251393422,0.5713758230838103,0.01620485854317842,3225,2,5
xlsr53,voicing,20,de_de,0.8522419622534437,0.009444523030083939,0.8463341484954219,0.009785378870403453,0.37774733869593935,0.0023806385764874303,0.6070878683327399,0.006176104262273798,4378,2,5
xlsr53,voicing,20,es_419,0.8310879760645612,0.03503252384726536,0.8107820097888538,0.04109596331807685,0.40201371457950535,0.010230085289065842,0.672765813488936,0.028450638772566022,3895,2,5
xlsr53,nasal,20,en_us,0.9018559147688567,0.005980947304979538,0.7724095976764508,0.012656131013110245,0.4708542834800743,0.0009987234386480298,0.889845334030811,0.0035679468958034,8766,2,5
xlsr53,nasal,20,de_de,0.8908520394409705,0.006277931786660279,0.799257565707839,0.010508593098986514,0.46313614521786645,0.002013484514065083,0.8626957651200764,0.006967435867154922,11952,2,5
xlsr53,nasal,20,es_419,0.8670707225677858,0.028319912524452234,0.7134328982756875,0.037851822633250196,0.47325181768409513,0.0009884608688558259,0.8984470179298196,0.003556965203912145,11564,2,5
